Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,Md.,-9999,FG,FGA,3PA,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Offensive Archetype,Defensive Role
45.0,Brandin Podziemski,22.0,GSW,SG,66.0,27.0,1848.0,14.3,0.566,0.472,0.235,3.6,17.1,10.2,19.5,1.9,0.6,11.9,19.4,1.8,2.1,3.9,0.1,-0.2,0.2,0.0,0.9,,podzibr01,0.448,16.5,0.528,0.155,0.167,0.133,0.074,0.472,0.517,0.695,0.558,0.378,0.3,0.372,0.541,0.782,0.01,6.0,0.141,0.533,0.0,0.0,podzibr01,4.6,10.3,4.8,5.4,0.517,0.536,1.8,2.4,0.755,0.9,4.3,5.2,3.7,1.1,0.2,1.5,1.8,12.8,Primary Ball Handler,Chaser
46.0,Shai Gilgeous-Alexander,27.0,OKC,PG,55.0,55.0,1848.0,31.5,0.669,0.229,0.466,1.8,12.3,7.3,35.4,2.0,2.4,8.3,33.4,9.5,3.3,12.9,0.334,9.1,3.0,12.2,6.6,AS,gilgesh01,0.554,12.8,0.771,0.22,0.172,0.277,0.102,0.229,0.605,0.756,0.5,0.593,0.486,0.383,0.18,0.274,0.014,15.0,0.048,0.333,0.0,0.0,gilgesh01,10.9,19.7,4.5,15.2,0.605,0.598,8.2,9.2,0.895,0.5,4.0,4.5,6.6,1.4,0.8,2.1,2.0,31.8,Shot Creator,Helper
47.0,Pascal Siakam,31.0,IND,PF,55.0,55.0,1844.0,18.8,0.563,0.26,0.336,4.6,17.3,10.8,20.5,1.6,1.1,9.3,29.6,1.3,1.4,2.8,0.072,2.2,-0.9,1.3,1.5,AS,siakapa01,0.484,12.4,0.74,0.195,0.288,0.179,0.077,0.26,0.527,0.709,0.544,0.393,0.316,0.362,0.472,0.865,0.01,7.0,0.151,0.45,0.0,0.0,siakapa01,9.0,18.5,4.8,13.7,0.527,0.531,4.3,6.2,0.682,1.5,5.2,6.7,3.9,1.1,0.4,2.2,2.4,24.0,Shot Creator,Wing Stopper
48.0,Anthony Black,22.0,ORL,PG,60.0,40.0,1841.0,13.9,0.552,0.385,0.292,2.6,11.4,7.0,18.6,2.3,2.0,13.1,22.1,0.4,2.3,2.8,0.072,-1.1,0.6,-0.5,0.7,,blackan01,0.451,13.2,0.615,0.261,0.236,0.072,0.046,0.385,0.521,0.724,0.397,0.377,0.235,0.339,0.602,0.823,0.105,66.0,0.272,0.455,1.0,1.0,blackan01,5.5,12.3,4.7,7.6,0.521,0.516,2.6,3.6,0.73,0.7,3.1,3.9,3.8,1.4,0.7,2.1,2.7,15.3,Primary Ball Handler,Point of Attack
49.0,Wendell Carter Jr.,26.0,ORL,C,62.0,62.0,1833.0,14.3,0.608,0.37,0.344,7.9,20.8,14.3,10.1,1.3,2.1,11.4,15.5,2.7,2.4,5.1,0.134,-0.9,0.6,-0.3,0.8,,cartewe01,0.506,12.8,0.63,0.319,0.158,0.101,0.053,0.37,0.611,0.793,0.395,0.462,0.444,0.326,0.732,1.0,0.163,75.0,0.363,0.304,0.0,0.0,cartewe01,4.2,8.3,3.1,5.2,0.611,0.566,2.2,2.9,0.78,2.1,5.5,7.6,2.1,0.8,0.7,1.2,3.5,11.6,Stretch Big,Mobile Big
50.0,Julian Champagnie,24.0,SAS,SF,66.0,52.0,1830.0,13.1,0.614,0.763,0.219,3.4,18.8,11.3,7.1,1.3,1.3,8.8,15.2,2.3,2.7,4.9,0.129,0.6,0.7,1.4,1.6,,champju02,0.434,20.0,0.237,0.141,0.071,0.024,0.002,0.763,0.585,0.753,0.359,0.308,0.0,0.388,0.697,0.975,0.036,20.0,0.361,0.384,0.0,0.0,champju02,3.6,8.3,6.3,2.0,0.585,0.582,1.5,1.8,0.833,0.9,5.0,5.8,1.5,0.8,0.4,0.9,1.6,11.2,Movement Shooter,Helper
51.0,Max Christie,22.0,DAL,SG,62.0,53.0,1827.0,11.3,0.601,0.599,0.179,0.8,11.0,6.1,9.8,0.9,0.9,10.9,16.9,1.2,1.2,2.4,0.063,-0.8,-0.5,-1.3,0.3,,chrisma02,0.449,17.7,0.401,0.14,0.15,0.063,0.049,0.599,0.516,0.718,0.396,0.447,0.4,0.404,0.548,0.918,0.039,21.0,0.365,0.451,0.0,0.0,chrisma02,4.4,9.8,5.9,3.9,0.516,0.57,1.5,1.8,0.881,0.2,3.1,3.4,2.1,0.5,0.3,1.3,1.4,12.7,Movement Shooter,Wing Stopper
52.0,CJ McCollum,34.0,2TM,SG,61.0,45.0,1822.0,15.4,0.561,0.446,0.217,2.8,9.7,6.2,18.8,1.2,1.1,9.8,25.5,1.3,0.6,1.9,0.05,1.0,-2.2,-1.2,0.4,,mccolcj01,0.448,16.4,0.554,0.129,0.187,0.15,0.087,0.446,0.513,0.639,0.483,0.493,0.425,0.368,0.337,0.656,0.003,2.0,0.144,0.339,0.0,0.0,mccolcj01,6.8,15.1,6.7,8.3,0.513,0.53,2.5,3.3,0.779,0.8,2.7,3.5,3.7,0.8,0.4,1.8,1.8,18.5,Primary Ball Handler,Chaser
53.0,Kris Dunn,31.0,LAC,PG,66.0,60.0,1819.0,11.8,0.594,0.441,0.183,3.2,10.6,7.0,18.6,2.8,0.4,17.4,12.7,1.7,1.7,3.4,0.09,-2.0,1.3,-0.8,0.6,,dunnkr01,0.489,14.1,0.559,0.19,0.276,0.083,0.01,0.441,0.583,0.763,0.491,0.515,0.25,0.369,0.462,1.0,0.04,14.0,0.403,0.437,0.0,0.0,dunnkr01,3.0,6.0,2.7,3.4,0.583,0.57,0.9,1.1,0.781,0.7,2.6,3.3,3.7,1.5,0.1,1.4,2.3,7.8,Primary Ball Handler,Point of Attack
54.0,De'Aaron Fox,28.0,SAS,PG,57.0,57.0,1798.0,18.0,0.586,0.382,0.242,2.0,10.4,6.3,30.4,1.8,0.7,12.4,24.9,3.0,2.3,5.3,0.14,1.9,0.5,2.4,2.0,AS,foxde01,0.492,14.6,0.618,0.195,0.206,0.146,0.07,0.382,0.582,0.726,0.549,0.455,0.542,0.346,0.295,0.676,0.011,8.0,0.218,0.486,0.0,0.0,foxde01,7.2,14.7,5.6,9.1,0.582,0.558,2.7,3.6,0.749,0.6,3.1,3.7,6.4,1.2,0.2,2.3,2.3,19.1,Shot Creator,Point of Attack
55.0,Bub Carrington,20.0,WAS,PG,65.0,33.0,1794.0,9.3,0.537,0.58,0.156,1.8,12.5,7.0,22.5,1.2,0.7,20.2,17.4,-0.6,0.1,-0.5,-0.013,-2.7,-2.2,-4.9,-1.3,,carrica01,0.404,20.2,0.42,0.055,0.113,0.113,0.14,0.58,0.426,0.613,0.238,0.444,0.487,0.389,0.32,0.69,0.013,5.0,0.142,0.37,0.0,0.0,carrica01,3.5,8.6,5.0,3.6,0.426,0.517,1.0,1.3,0.736,0.5,3.2,3.7,4.6,0.7,0.2,2.3,2.2,9.9,Primary Ball Handler,Point of Attack
56.0,OG Anunoby,28.0,NYK,PF,54.0,54.0,1793.0,15.7,0.609,0.475,0.28,4.5,13.1,8.8,9.5,2.5,2.2,12.3,20.1,2.2,2.7,4.9,0.13,0.6,1.3,1.9,1.8,,anunoog01,0.483,13.9,0.525,0.33,0.11,0.062,0.023,0.475,0.582,0.72,0.384,0.317,0.267,0.373,0.663,0.983,0.18,108.0,0.49,0.429,0.0,0.0,anunoog01,5.9,12.2,5.8,6.4,0.582,0.571,2.8,3.4,0.805,1.4,3.9,5.3,2.2,1.7,0.7,1.9,2.5,16.7,Stationary Shooter,Wing Stopper
57.0,Tim Hardaway Jr.,33.0,DEN,SG,66.0,5.0,1792.0,13.7,0.631,0.693,0.255,0.7,9.7,5.4,6.7,0.9,0.5,4.9,18.4,3.0,0.7,3.7,0.1,1.3,-2.0,-0.7,0.6,,hardati02,0.457,20.7,0.307,0.076,0.091,0.074,0.066,0.693,0.563,0.714,0.441,0.542,0.581,0.41,0.786,0.908,0.026,15.0,0.196,0.42,0.0,0.0,hardati02,4.5,9.8,6.8,3.0,0.563,0.599,2.0,2.5,0.806,0.2,2.4,2.6,1.3,0.5,0.1,0.6,1.3,13.8,Off Screen Shooter,Chaser
58.0,Quentin Grimes,25.0,PHI,SG,60.0,13.0,1788.0,12.7,0.589,0.557,0.332,2.4,11.2,6.7,16.2,1.5,1.2,14.6,18.3,1.6,1.2,2.8,0.074,-0.9,-0.7,-1.6,0.2,,grimequ01,0.445,16.3,0.443,0.268,0.111,0.026,0.038,0.557,0.586,0.729,0.453,0.267,0.182,0.332,0.58,0.879,0.052,26.0,0.224,0.389,1.0,1.0,grimequ01,4.3,9.6,5.4,4.3,0.586,0.537,2.7,3.2,0.828,0.7,3.0,3.6,3.4,0.9,0.4,1.9,2.0,13.0,Shot Creator,Chaser
59.0,Keyonte George,22.0,UTA,PG,54.0,54.0,1786.0,18.8,0.609,0.41,0.429,1.4,10.9,6.1,29.0,1.5,0.8,13.7,28.1,3.3,0.1,3.4,0.092,3.0,-2.2,0.9,1.3,,georgke01,0.456,15.6,0.59,0.101,0.276,0.117,0.096,0.41,0.515,0.753,0.502,0.417,0.424,0.371,0.515,0.724,0.033,26.0,0.122,0.409,0.0,0.0,georgke01,7.4,16.3,6.7,9.6,0.515,0.532,6.2,7.0,0.892,0.4,3.3,3.7,6.1,1.1,0.3,3.1,2.2,23.6,Primary Ball Handler,Chaser
61.0,Jaime Jaquez Jr.,24.0,MIA,SF,62.0,1.0,1780.0,15.1,0.558,0.177,0.261,4.7,14.1,9.4,23.5,1.2,0.9,13.5,21.9,1.5,2.1,3.6,0.097,-0.2,0.3,0.1,0.9,,jaqueja01,0.498,9.0,0.823,0.293,0.411,0.095,0.024,0.177,0.545,0.712,0.436,0.507,0.5,0.28,0.433,0.973,0.031,20.0,0.333,0.364,0.0,0.0,jaqueja01,6.0,12.0,2.1,9.9,0.545,0.523,2.4,3.1,0.764,1.3,3.9,5.3,4.7,0.8,0.3,2.1,1.9,15.0,Shot Creator,Helper
62.0,Duncan Robinson,31.0,DET,SF,64.0,64.0,1770.0,12.2,0.619,0.779,0.156,1.7,8.9,5.4,9.7,1.0,1.2,6.4,15.6,3.1,1.9,5.0,0.137,0.8,-0.1,0.7,1.2,,robindu01,0.445,21.0,0.221,0.074,0.118,0.022,0.007,0.779,0.597,0.744,0.522,0.538,0.5,0.402,0.727,0.978,0.005,3.0,0.27,0.398,0.0,0.0,robindu01,4.1,9.1,7.1,2.0,0.597,0.602,1.1,1.4,0.769,0.4,2.3,2.7,2.0,0.6,0.3,0.7,2.2,12.1,Off Screen Shooter,Low Activity
63.0,Nikola Jokić,30.0,DEN,C,51.0,51.0,1768.0,33.6,0.68,0.272,0.45,10.3,30.0,20.6,50.9,2.0,2.1,15.1,31.2,9.6,2.6,12.1,0.33,10.7,4.1,14.8,7.5,AS,jokicni01,0.573,11.8,0.728,0.208,0.37,0.105,0.046,0.272,0.642,0.77,0.602,0.596,0.488,0.389,0.545,0.789,0.019,15.0,0.061,0.467,0.0,0.0,jokicni01,10.1,17.6,4.8,12.8,0.642,0.626,6.6,7.9,0.837,3.0,9.6,12.7,10.4,1.4,0.8,3.8,2.7,28.7,Shot Creator,Anchor Big
64.0,Russell Westbrook,37.0,SAC,SF,61.0,55.0,1765.0,15.2,0.533,0.448,0.214,4.7,16.6,10.5,34.1,2.1,0.5,18.5,26.1,-0.5,0.9,0.4,0.011,0.7,-1.1,-0.4,0.7,,westbru01,0.431,15.5,0.552,0.136,0.245,0.101,0.069,0.448,0.502,0.691,0.49,0.415,0.304,0.343,0.232,0.831,0.011,8.0,0.271,0.357,0.0,0.0,westbru01,5.7,13.2,5.9,7.3,0.502,0.507,2.0,2.8,0.711,1.3,4.2,5.4,6.5,1.3,0.2,3.3,2.4,15.5,Shot Creator,Chaser
65.0,Andrew Wiggins,30.0,MIA,SF,57.0,57.0,1765.0,15.3,0.579,0.393,0.19,5.8,11.1,8.4,12.7,1.7,3.0,10.4,20.0,1.8,2.3,4.2,0.113,0.8,0.7,1.5,1.6,,wiggian01,0.474,14.0,0.607,0.232,0.208,0.103,0.065,0.393,0.523,0.683,0.453,0.365,0.426,0.399,0.454,0.929,0.037,25.0,0.24,0.456,0.0,0.0,wiggian01,6.0,12.6,5.0,7.7,0.523,0.553,1.9,2.4,0.788,1.8,3.3,5.1,2.8,1.1,1.0,1.6,2.2,15.9,Shot Creator,Wing Stopper
66.0,Cason Wallace,22.0,OKC,SG,64.0,54.0,1750.0,11.8,0.527,0.491,0.111,3.4,8.7,6.2,12.9,3.6,1.1,11.1,14.8,0.5,3.5,4.1,0.112,-2.4,3.1,0.7,1.2,,wallaca01,0.426,14.5,0.509,0.265,0.18,0.044,0.02,0.491,0.51,0.672,0.33,0.318,0.4,0.339,0.504,0.952,0.063,27.0,0.319,0.354,0.0,0.0,wallaca01,3.4,7.9,3.9,4.0,0.51,0.509,0.7,0.9,0.786,0.8,2.3,3.1,2.7,2.0,0.3,1.0,2.1,8.7,Movement Shooter,Point of Attack
67.0,Nikola Vučević,35.0,2TM,C,60.0,49.0,1740.0,18.1,0.577,0.331,0.118,7.5,24.1,15.9,17.9,1.0,2.1,9.0,21.6,2.6,1.8,4.4,0.121,1.6,0.0,1.6,1.6,,vucevni01,0.496,12.8,0.669,0.203,0.327,0.103,0.036,0.331,0.557,0.699,0.504,0.519,0.357,0.373,0.77,0.979,0.018,12.0,0.098,0.28,0.0,0.0,vucevni01,6.4,12.8,4.3,8.6,0.557,0.558,1.3,1.5,0.835,2.0,6.6,8.6,3.4,0.6,0.7,1.3,2.0,15.6,Versatile Big,Mobile Big
68.0,Naz Reid,26.0,MIN,C,66.0,2.0,1724.0,16.3,0.582,0.527,0.135,5.0,21.2,13.3,13.1,1.8,3.2,11.7,21.8,1.5,2.6,4.0,0.112,0.6,0.8,1.4,1.5,,reidna01,0.47,16.1,0.473,0.136,0.252,0.081,0.004,0.527,0.575,0.743,0.556,0.367,0.333,0.376,0.574,0.939,0.03,18.0,0.322,0.413,1.0,0.0,reidna01,5.3,11.2,5.9,5.3,0.575,0.569,1.1,1.5,0.7,1.2,5.1,6.3,2.3,1.0,1.0,1.6,2.5,13.9,Movement Shooter,Helper
69.0,Nic Claxton,26.0,BRK,C,60.0,59.0,1721.0,18.0,0.596,0.031,0.414,9.5,19.5,14.3,22.4,1.2,3.7,12.1,17.4,3.3,1.3,4.7,0.13,0.7,0.7,1.4,1.5,,claxtni01,0.576,4.5,0.969,0.496,0.4,0.055,0.018,0.031,0.589,0.713,0.488,0.214,0.556,0.188,0.616,1.0,0.24,110.0,0.063,0.0,0.0,0.0,claxtni01,4.9,8.5,0.3,8.3,0.589,0.579,2.2,3.5,0.608,2.5,4.6,7.1,3.9,0.7,1.2,1.4,2.3,12.0,Roll + Cut Big,Mobile Big
70.0,Reed Sheppard,21.0,HOU,SG,66.0,10.0,1711.0,15.3,0.559,0.592,0.104,1.4,10.5,6.0,18.1,2.7,2.4,11.4,22.0,2.0,2.3,4.4,0.122,0.9,1.2,2.2,1.8,,sheppre01,0.428,19.6,0.408,0.074,0.126,0.136,0.072,0.592,0.484,0.643,0.469,0.427,0.455,0.39,0.36,0.743,0.017,12.0,0.151,0.544,0.0,0.0,sheppre01,4.9,11.5,6.8,4.7,0.484,0.543,1.0,1.2,0.797,0.3,2.5,2.8,3.2,1.4,0.7,1.5,2.1,13.5,Primary Ball Handler,Chaser
72.0,Jeremiah Fears,19.0,NOP,PG,68.0,44.0,1707.0,12.6,0.513,0.291,0.227,2.9,13.0,7.9,19.0,2.2,1.3,14.9,24.9,-1.2,1.1,-0.1,-0.003,-2.3,-1.4,-3.6,-0.7,,fearsje01,0.425,11.8,0.709,0.317,0.232,0.109,0.051,0.291,0.462,0.612,0.344,0.36,0.275,0.336,0.38,0.688,0.018,13.0,0.109,0.52,0.0,0.0,fearsje01,4.9,11.6,3.4,8.2,0.462,0.474,2.1,2.6,0.799,0.7,3.0,3.7,3.2,1.1,0.4,2.2,1.8,13.1,Primary Ball Handler,Point of Attack
73.0,Devin Booker,29.0,PHO,SG,51.0,51.0,1703.0,20.0,0.58,0.312,0.429,2.5,11.0,6.6,29.8,1.3,0.8,12.9,32.0,3.4,1.4,4.8,0.135,2.8,-1.1,1.7,1.6,AS,bookede01,0.452,15.4,0.688,0.12,0.181,0.244,0.143,0.312,0.508,0.673,0.459,0.48,0.478,0.328,0.326,0.656,0.015,11.0,0.082,0.333,1.0,0.0,bookede01,8.3,18.4,5.7,12.7,0.508,0.503,6.9,7.9,0.871,0.8,3.2,4.0,6.0,0.9,0.3,3.2,2.6,25.4,Shot Creator,Helper
74.0,Deni Avdija,25.0,POR,SF,51.0,51.0,1699.0,20.5,0.604,0.379,0.556,3.6,19.1,11.2,32.2,1.1,1.7,15.9,28.9,3.7,1.6,5.3,0.149,4.0,0.3,4.3,2.7,AS,avdijde01,0.465,13.0,0.621,0.274,0.247,0.073,0.027,0.379,0.543,0.679,0.416,0.517,0.409,0.335,0.373,0.798,0.023,19.0,0.11,0.382,0.0,0.0,avdijde01,7.5,16.0,6.1,10.0,0.543,0.528,7.2,8.9,0.804,1.1,5.8,6.9,6.7,0.8,0.6,3.8,2.6,24.1,Shot Creator,Helper
75.0,Donovan Clingan,21.0,POR,C,62.0,62.0,1697.0,20.7,0.605,0.362,0.314,17.6,28.1,22.8,11.5,1.0,5.2,10.8,16.4,4.2,2.4,6.6,0.188,2.4,0.2,2.7,2.0,,clingdo01,0.524,11.1,0.638,0.442,0.178,0.006,0.011,0.362,0.633,0.685,0.51,0.333,0.667,0.333,0.562,0.923,0.191,93.0,0.087,0.176,0.0,0.0,clingdo01,4.5,8.7,3.1,5.5,0.633,0.585,1.8,2.7,0.663,4.5,7.0,11.6,2.1,0.6,1.6,1.2,2.3,12.0,Stretch Big,Anchor Big
76.0,Jaylon Tyson,23.0,CLE,SG,62.0,39.0,1691.0,14.8,0.617,0.452,0.16,7.2,13.4,10.3,11.3,1.4,1.4,12.1,18.7,2.4,1.7,4.1,0.117,0.7,-0.5,0.2,1.0,,tysonja01,0.497,13.7,0.548,0.26,0.227,0.052,0.01,0.452,0.529,0.602,0.489,0.406,0.167,0.457,0.711,0.984,0.052,23.0,0.382,0.439,0.0,0.0,tysonja01,5.0,10.0,4.5,5.5,0.529,0.6,1.2,1.6,0.758,1.8,3.3,5.1,2.2,0.8,0.4,1.5,2.6,13.2,Movement Shooter,Chaser
77.0,Michael Porter Jr.,27.0,BRK,SF,52.0,52.0,1689.0,20.0,0.595,0.506,0.237,4.5,21.5,12.6,18.0,1.6,0.7,10.3,30.4,2.0,1.2,3.1,0.089,4.3,-1.3,3.0,2.1,,portemi01,0.463,16.9,0.494,0.185,0.13,0.075,0.103,0.506,0.567,0.819,0.464,0.389,0.374,0.363,0.653,0.858,0.053,47.0,0.13,0.317,0.0,0.0,portemi01,8.5,18.4,9.3,9.1,0.567,0.555,3.8,4.4,0.859,1.3,5.7,7.1,3.0,1.1,0.3,2.3,2.2,24.2,Off Screen Shooter,Helper
78.0,Kawhi Leonard,34.0,LAC,SF,52.0,52.0,1687.0,28.2,0.627,0.35,0.346,3.9,18.4,11.4,21.8,3.0,1.3,8.4,33.6,5.4,2.2,7.6,0.217,7.4,0.9,8.3,4.4,AS,leonaka01,0.5,15.3,0.65,0.129,0.202,0.214,0.105,0.35,0.565,0.771,0.551,0.525,0.421,0.379,0.349,0.563,0.048,41.0,0.104,0.378,0.0,0.0,leonaka01,9.8,19.5,6.8,12.7,0.565,0.566,6.1,6.8,0.903,1.0,5.3,6.3,3.8,2.0,0.4,2.1,1.3,28.3,Shot Creator,Wing Stopper
79.0,Jake LaRavia,24.0,LAL,PF,66.0,33.0,1680.0,12.3,0.569,0.477,0.297,6.9,11.0,9.0,9.9,2.3,1.6,11.9,15.0,1.6,1.5,3.1,0.089,-1.3,0.1,-1.2,0.3,,laravja01,0.455,14.2,0.523,0.239,0.224,0.053,0.007,0.477,0.581,0.722,0.495,0.333,0.333,0.316,0.679,0.985,0.055,24.0,0.479,0.282,1.0,0.0,laravja01,3.1,6.8,3.3,3.6,0.581,0.53,1.5,2.0,0.761,1.5,2.5,3.9,1.9,1.2,0.4,1.0,2.3,8.8,Stationary Shooter,Point of Attack
80.0,Evan Mobley,24.0,CLE,PF,52.0,50.0,1680.0,19.3,0.587,0.278,0.345,7.7,21.8,14.7,16.6,1.2,5.4,11.2,22.3,2.6,2.5,5.1,0.145,1.6,1.4,3.0,2.1,,mobleev01,0.526,10.6,0.722,0.368,0.248,0.078,0.028,0.278,0.608,0.799,0.409,0.444,0.316,0.313,0.63,0.883,0.214,141.0,0.12,0.261,1.0,0.0,mobleev01,7.0,13.3,3.7,9.6,0.608,0.57,2.8,4.6,0.618,2.3,6.4,8.7,3.6,0.8,1.8,1.9,2.5,17.9,Shot Creator,Mobile Big
81.0,Derik Queen,21.0,NOP,C,67.0,45.0,1676.0,15.9,0.549,0.11,0.352,7.1,23.2,15.1,22.3,1.8,3.5,18.1,21.4,0.6,1.8,2.3,0.067,-1.4,0.6,-0.7,0.5,,queende01,0.481,8.0,0.89,0.408,0.291,0.098,0.093,0.11,0.507,0.622,0.433,0.367,0.386,0.269,0.391,0.889,0.082,42.0,0.343,0.304,0.0,0.0,queende01,4.4,9.1,1.0,8.1,0.507,0.496,2.5,3.2,0.786,1.7,5.3,7.0,3.9,0.9,0.9,2.3,2.7,11.6,Shot Creator,Mobile Big
82.0,Myles Turner,29.0,MIL,C,61.0,61.0,1676.0,14.4,0.585,0.59,0.27,4.7,17.3,11.1,7.9,1.2,5.7,10.0,18.7,1.2,1.7,2.9,0.083,-0.5,0.0,-0.5,0.6,,turnemy01,0.44,18.2,0.41,0.149,0.138,0.074,0.049,0.59,0.517,0.671,0.43,0.405,0.464,0.386,0.719,1.0,0.044,23.0,0.19,0.438,0.0,0.0,turnemy01,4.1,9.4,5.5,3.8,0.517,0.553,1.9,2.5,0.747,1.1,4.3,5.4,1.5,0.7,1.6,1.2,2.5,12.2,Stretch Big,Mobile Big
83.0,Chet Holmgren,23.0,OKC,PF,57.0,57.0,1672.0,21.2,0.646,0.314,0.358,7.4,25.3,16.7,8.8,0.9,6.3,10.7,22.1,3.5,3.8,7.3,0.21,2.2,1.6,3.8,2.4,AS,holmgch01,0.551,11.6,0.686,0.346,0.213,0.087,0.041,0.314,0.641,0.797,0.486,0.456,0.519,0.354,0.602,0.959,0.184,112.0,0.18,0.27,0.0,0.0,holmgch01,6.4,11.5,3.6,7.9,0.641,0.607,3.2,4.1,0.787,1.9,7.1,9.0,1.7,0.5,1.9,1.6,2.3,17.2,Shot Creator,Mobile Big
84.0,Jarace Walker,22.0,IND,PF,66.0,31.0,1671.0,11.1,0.535,0.486,0.261,2.7,19.7,10.9,13.5,1.6,1.1,14.7,20.5,-1.1,1.4,0.4,0.01,-2.3,-0.6,-2.8,-0.4,,walkeja02,0.409,16.0,0.514,0.163,0.211,0.089,0.052,0.486,0.455,0.584,0.374,0.436,0.406,0.361,0.614,0.936,0.043,25.0,0.156,0.426,0.0,0.0,walkeja02,3.8,9.4,4.6,4.8,0.455,0.497,1.9,2.5,0.765,0.7,4.4,5.1,2.3,0.8,0.3,1.8,1.8,11.2,Movement Shooter,Helper
85.0,Stephon Castle,21.0,SAS,PG,56.0,55.0,1671.0,17.0,0.57,0.299,0.477,4.7,13.2,9.1,33.2,2.0,0.9,17.6,25.0,2.0,2.4,4.4,0.126,0.5,0.9,1.4,1.5,,castlst01,0.468,11.4,0.701,0.313,0.262,0.105,0.021,0.299,0.535,0.678,0.418,0.423,0.429,0.312,0.364,0.968,0.079,50.0,0.238,0.313,0.0,0.0,castlst01,5.6,12.1,3.6,8.4,0.535,0.515,4.2,5.8,0.733,1.3,3.8,5.0,7.0,1.2,0.3,3.1,3.3,16.6,Primary Ball Handler,Point of Attack
86.0,Noah Clowney,21.0,BRK,PF,60.0,54.0,1669.0,11.5,0.56,0.625,0.359,3.5,14.4,8.7,9.6,1.3,2.3,12.2,20.3,0.3,0.9,1.2,0.035,-1.9,-1.3,-3.2,-0.5,,clownno01,0.398,17.8,0.375,0.119,0.202,0.042,0.012,0.625,0.502,0.671,0.437,0.44,0.143,0.336,0.622,1.0,0.044,21.0,0.293,0.444,0.0,0.0,clownno01,3.9,9.8,6.2,3.7,0.502,0.503,2.9,3.5,0.807,0.9,3.3,4.2,1.7,0.8,0.7,1.6,2.6,12.8,Movement Shooter,Wing Stopper
87.0,Bruce Brown,29.0,DEN,SG,67.0,2.0,1667.0,10.2,0.543,0.27,0.241,5.4,11.9,8.8,11.2,2.1,0.8,13.8,14.0,0.7,1.4,2.1,0.06,-2.9,0.0,-2.9,-0.4,,brownbr01,0.461,10.5,0.73,0.315,0.305,0.091,0.019,0.27,0.497,0.735,0.336,0.316,0.0,0.363,0.566,0.951,0.033,13.0,0.469,0.453,0.0,0.0,brownbr01,2.9,6.3,1.7,4.6,0.497,0.51,1.1,1.5,0.752,1.1,2.7,3.9,2.1,1.1,0.2,1.1,2.4,7.5,Stationary Shooter,Point of Attack
88.0,Harrison Barnes,33.0,SAS,PF,61.0,49.0,1638.0,11.6,0.597,0.624,0.216,3.5,8.1,5.8,10.0,1.2,0.6,9.3,15.0,2.0,1.7,3.7,0.108,-0.2,0.0,-0.2,0.7,,barneha02,0.445,17.3,0.376,0.154,0.16,0.054,0.008,0.624,0.558,0.743,0.494,0.269,0.25,0.377,0.584,0.973,0.019,9.0,0.517,0.394,0.0,0.0,barneha02,3.5,7.9,4.9,3.0,0.558,0.562,1.4,1.7,0.846,0.9,2.1,2.9,2.0,0.7,0.2,0.9,1.1,10.3,Movement Shooter,Wing Stopper
89.0,Devin Vassell,25.0,SAS,SG,53.0,51.0,1623.0,13.0,0.571,0.568,0.172,1.9,11.4,6.7,11.0,1.3,1.2,7.0,18.5,1.6,1.9,3.6,0.106,0.1,0.1,0.2,0.9,,vassede01,0.437,19.2,0.432,0.083,0.062,0.179,0.109,0.568,0.508,0.608,0.368,0.518,0.493,0.383,0.637,0.955,0.026,14.0,0.306,0.411,0.0,0.0,vassede01,5.1,11.6,6.6,5.0,0.508,0.545,1.6,2.0,0.802,0.5,3.3,3.8,2.4,0.8,0.4,0.9,1.6,14.3,Movement Shooter,Chaser
90.0,Josh Hart,30.0,NYK,SF,54.0,40.0,1622.0,15.6,0.592,0.412,0.206,5.4,22.4,13.9,22.9,1.8,1.1,16.4,16.9,2.4,2.5,4.8,0.143,0.9,2.1,2.9,2.0,,hartjo01,0.495,13.7,0.588,0.297,0.149,0.101,0.04,0.412,0.577,0.701,0.514,0.44,0.25,0.377,0.685,0.818,0.024,12.0,0.279,0.439,0.0,0.0,hartjo01,4.5,9.2,3.8,5.4,0.577,0.573,1.3,1.9,0.706,1.5,6.1,7.6,5.1,1.1,0.3,2.0,2.5,11.8,Stationary Shooter,Wing Stopper
