Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,FG%,Dist.,2P,0-3,10-Mar,16-Oct,16-3P,3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,3P%,Att.,Md.,-9999,FG,FGA,3PA,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Offensive Archetype,Defensive Role
125.0,Draymond Green,35.0,GSW,PF,54.0,54.0,1464.0,10.3,0.539,0.624,0.157,3.0,19.6,11.2,26.5,1.5,2.1,24.7,16.5,-0.4,1.7,1.4,0.045,-2.5,1.1,-1.5,0.2,,greendr01,0.418,17.5,0.376,0.201,0.117,0.045,0.012,0.624,0.563,0.716,0.426,0.333,0.2,0.331,0.835,0.988,0.017,6.0,0.327,0.39,0.0,0.0,greendr01,3.1,7.4,4.6,2.8,0.563,0.521,0.8,1.2,0.698,0.8,4.8,5.5,5.3,0.8,0.6,2.6,2.9,8.6,Stationary Shooter,Helper
126.0,Ausar Thompson,23.0,DET,SF,57.0,56.0,1460.0,16.5,0.545,0.048,0.348,9.2,16.1,12.7,15.7,3.6,3.3,13.3,17.4,1.3,3.1,4.4,0.146,-0.4,3.3,2.9,1.8,,thompau01,0.522,5.7,0.952,0.407,0.426,0.097,0.022,0.048,0.534,0.67,0.457,0.356,0.3,0.273,0.596,0.833,0.18,71.0,0.455,0.2,0.0,0.0,thompau01,4.2,8.1,0.4,7.7,0.534,0.528,1.6,2.8,0.578,2.1,3.8,5.9,2.9,1.9,0.9,1.4,2.7,10.2,Roll + Cut Big,Point of Attack
127.0,Jaren Jackson Jr.,26.0,2TM,C,48.0,48.0,1454.0,15.8,0.576,0.327,0.282,3.1,17.2,10.1,10.3,1.7,4.4,11.7,26.1,0.3,1.6,1.9,0.062,-1.0,0.5,-0.5,0.6,,jacksja02,0.476,12.6,0.673,0.147,0.376,0.146,0.004,0.327,0.533,0.585,0.556,0.438,0.0,0.357,0.581,0.976,0.021,11.0,0.226,0.377,0.0,0.0,jacksja02,7.1,15.0,4.9,10.1,0.533,0.534,3.4,4.2,0.803,0.9,4.8,5.7,2.0,1.1,1.4,2.2,3.7,19.4,Shot Creator,Helper
128.0,Jamal Shead,23.0,TOR,PG,66.0,7.0,1451.0,10.7,0.491,0.528,0.225,1.8,8.3,5.0,30.5,2.1,0.7,16.7,16.1,0.4,1.6,2.0,0.066,-2.4,0.1,-2.3,-0.1,,sheadja01,0.368,16.6,0.472,0.162,0.208,0.085,0.017,0.528,0.415,0.567,0.337,0.343,0.286,0.326,0.309,0.873,0.005,2.0,0.188,0.244,0.0,0.0,sheadja01,2.3,6.3,3.3,3.0,0.415,0.454,1.1,1.4,0.763,0.3,1.6,1.9,5.1,1.0,0.2,1.4,2.0,6.8,Primary Ball Handler,Point of Attack
130.0,Lauri Markkanen,28.0,UTA,PF,42.0,42.0,1443.0,21.4,0.608,0.402,0.333,6.2,15.7,10.9,10.3,1.4,1.4,6.4,28.2,3.4,0.3,3.7,0.123,4.7,-2.1,2.6,1.6,,markkla01,0.477,13.9,0.598,0.21,0.267,0.073,0.047,0.402,0.559,0.734,0.507,0.441,0.263,0.355,0.717,0.948,0.096,70.0,0.207,0.478,0.0,0.0,markkla01,9.1,19.2,7.7,11.5,0.559,0.548,5.7,6.4,0.896,2.0,4.9,6.9,2.1,1.0,0.5,1.5,1.8,26.7,Off Screen Shooter,Wing Stopper
131.0,Shaedon Sharpe,22.0,POR,SG,48.0,42.0,1439.0,15.5,0.55,0.351,0.229,3.5,12.5,7.9,15.1,2.2,0.4,13.4,30.3,-0.2,1.3,1.1,0.036,-0.2,-1.1,-1.3,0.3,,sharpsh01,0.456,14.1,0.649,0.244,0.187,0.104,0.115,0.351,0.518,0.734,0.424,0.364,0.351,0.34,0.432,0.545,0.076,54.0,0.108,0.344,0.0,0.0,sharpsh01,8.0,17.6,6.2,11.5,0.518,0.515,3.2,4.0,0.784,1.0,3.4,4.4,2.6,1.4,0.1,3.0,2.0,21.4,Shot Creator,Chaser
132.0,Brice Sensabaugh,22.0,UTA,SF,64.0,13.0,1437.0,13.9,0.58,0.535,0.236,3.7,10.9,7.2,11.3,1.5,0.6,10.4,23.7,1.0,0.1,1.0,0.034,-0.1,-2.9,-3.0,-0.4,,sensabr01,0.447,17.5,0.465,0.094,0.191,0.138,0.042,0.535,0.553,0.714,0.594,0.391,0.536,0.355,0.657,0.874,0.039,21.0,0.246,0.477,0.0,0.0,sensabr01,4.7,10.5,5.6,4.9,0.553,0.542,2.1,2.5,0.835,0.8,2.2,3.0,1.7,0.7,0.1,1.3,1.9,13.4,Movement Shooter,Helper
133.0,Josh Giddey,23.0,CHI,PG,45.0,42.0,1436.0,18.9,0.574,0.379,0.332,4.3,23.5,14.1,40.9,1.5,1.0,18.9,25.4,1.6,1.4,3.0,0.101,2.7,0.4,3.1,1.8,,giddejo01,0.459,13.1,0.621,0.268,0.268,0.052,0.033,0.379,0.503,0.612,0.436,0.5,0.15,0.386,0.328,0.822,0.011,7.0,0.133,0.355,0.0,0.0,giddejo01,6.3,13.7,5.2,8.5,0.503,0.532,3.4,4.5,0.76,1.3,7.2,8.4,8.8,1.0,0.4,3.6,1.6,18.0,Primary Ball Handler,Helper
134.0,Dennis Schröder,32.0,2TM,PG,56.0,16.0,1426.0,12.9,0.523,0.377,0.313,1.8,10.7,6.1,27.6,1.6,0.6,14.5,21.7,0.4,0.6,1.0,0.033,-0.8,-1.3,-2.2,-0.1,,schrode01,0.401,14.3,0.623,0.128,0.253,0.158,0.084,0.377,0.439,0.586,0.403,0.391,0.413,0.338,0.207,0.757,0.0,0.0,0.159,0.424,0.0,0.0,schrode01,3.9,9.8,3.7,6.1,0.439,0.464,2.6,3.1,0.831,0.4,2.4,2.8,5.0,0.9,0.2,1.9,1.6,11.7,Shot Creator,Point of Attack
135.0,Pelle Larsson,24.0,MIA,SG,56.0,43.0,1420.0,13.2,0.598,0.358,0.377,3.4,10.4,6.9,17.7,1.2,0.9,11.9,16.2,2.1,1.5,3.6,0.121,-1.0,0.5,-0.4,0.6,,larsspe01,0.491,11.6,0.642,0.335,0.265,0.035,0.007,0.358,0.583,0.715,0.465,0.333,0.0,0.325,0.64,0.96,0.051,21.0,0.273,0.357,0.0,0.0,larsspe01,3.8,7.7,2.8,4.9,0.583,0.549,2.3,2.9,0.79,0.8,2.6,3.4,3.4,0.7,0.3,1.2,1.9,10.7,Shot Creator,Chaser
136.0,Oso Ighodaro,23.0,PHO,PF,67.0,13.0,1411.0,13.1,0.63,0.004,0.324,7.9,17.6,12.6,13.3,2.1,2.9,20.7,12.1,1.3,2.0,3.3,0.113,-2.7,2.2,-0.5,0.5,,ighodos01,0.644,4.4,0.996,0.471,0.428,0.097,0.0,0.004,0.646,0.824,0.504,0.407,,0.0,0.754,,0.324,82.0,0.0,,0.0,0.0,ighodos01,2.7,4.1,0.0,4.1,0.646,0.644,0.6,1.3,0.467,1.6,3.2,4.8,2.0,0.9,0.6,1.2,2.6,6.0,Roll + Cut Big,Mobile Big
137.0,Sandro Mamukelashvili,26.0,TOR,C,64.0,12.0,1409.0,17.4,0.627,0.468,0.241,7.0,18.2,12.5,12.3,1.6,2.5,8.6,18.3,2.8,2.0,4.7,0.161,1.6,0.6,2.2,1.5,,mamuksa01,0.516,13.7,0.532,0.337,0.167,0.026,0.002,0.468,0.645,0.756,0.47,0.308,1.0,0.369,0.749,1.0,0.074,35.0,0.227,0.415,0.0,0.0,mamuksa01,4.0,7.8,3.6,4.1,0.645,0.602,1.4,1.9,0.758,1.4,3.5,4.9,1.9,0.7,0.6,0.8,2.0,10.8,Stationary Shooter,Mobile Big
138.0,Jarrett Allen,27.0,CLE,C,51.0,51.0,1405.0,21.8,0.67,0.021,0.476,10.4,23.4,16.9,10.2,1.7,2.9,10.6,19.4,3.9,2.1,6.0,0.206,2.1,0.6,2.7,1.7,,allenja01,0.636,5.2,0.979,0.445,0.42,0.089,0.025,0.021,0.648,0.813,0.525,0.488,0.333,0.1,0.823,1.0,0.254,112.0,0.6,0.0,0.0,0.0,allenja01,6.0,9.4,0.2,9.2,0.648,0.637,3.3,4.5,0.725,2.6,5.9,8.5,1.9,1.0,0.9,1.4,1.8,15.3,Roll + Cut Big,Mobile Big
139.0,Kel'el Ware,21.0,MIA,C,62.0,30.0,1404.0,20.2,0.612,0.338,0.155,14.0,28.5,21.3,3.4,1.8,4.4,8.6,18.1,2.5,2.8,5.4,0.184,1.9,0.3,2.2,1.5,,wareke01,0.53,10.4,0.662,0.457,0.174,0.017,0.015,0.338,0.603,0.706,0.366,0.444,0.375,0.387,0.682,1.0,0.246,118.0,0.287,0.442,0.0,0.0,wareke01,4.6,8.6,2.9,5.7,0.603,0.595,1.0,1.3,0.759,3.1,6.3,9.4,0.5,0.9,1.1,0.9,1.6,11.3,Stretch Big,Mobile Big
140.0,Kyshawn George,22.0,WAS,SF,48.0,48.0,1391.0,13.9,0.559,0.451,0.227,3.2,15.6,9.4,22.6,1.6,2.7,16.5,22.8,0.2,0.6,0.8,0.028,-0.6,-0.7,-1.3,0.3,,georgky01,0.438,16.5,0.549,0.135,0.199,0.137,0.078,0.451,0.486,0.731,0.357,0.494,0.378,0.381,0.331,0.818,0.019,9.0,0.192,0.46,0.0,0.0,georgky01,5.3,12.0,5.4,6.6,0.486,0.524,2.2,2.7,0.802,0.9,4.2,5.1,4.5,1.0,0.9,2.6,3.5,14.8,Primary Ball Handler,Wing Stopper
141.0,Jay Huff,27.0,IND,C,67.0,41.0,1386.0,15.4,0.59,0.623,0.167,4.7,16.2,10.2,9.7,1.2,8.0,9.7,18.0,1.1,1.7,2.7,0.094,-0.9,1.4,0.6,0.9,,huffja01,0.468,17.6,0.377,0.232,0.133,0.01,0.002,0.623,0.727,0.809,0.591,0.6,1.0,0.311,0.809,0.99,0.151,65.0,0.129,0.275,0.0,0.0,huffja01,3.5,7.4,4.6,2.8,0.727,0.565,1.0,1.2,0.819,0.9,3.0,3.9,1.3,0.5,1.9,0.9,2.4,9.4,Stretch Big,Mobile Big
142.0,Tobias Harris,33.0,DET,PF,49.0,49.0,1382.0,13.9,0.559,0.356,0.241,3.5,16.6,10.1,10.7,1.6,1.1,8.2,18.7,1.6,2.1,3.7,0.128,-0.2,0.5,0.4,0.8,,harrito02,0.453,13.6,0.644,0.143,0.293,0.175,0.033,0.356,0.518,0.595,0.5,0.527,0.294,0.335,0.486,0.968,0.044,20.0,0.438,0.37,0.0,0.0,harrito02,4.8,10.6,3.8,6.8,0.518,0.513,2.2,2.6,0.88,0.9,4.3,5.1,2.2,0.9,0.3,1.0,1.7,13.1,Versatile Big,Wing Stopper
143.0,Terance Mann,29.0,BRK,SG,56.0,46.0,1379.0,10.9,0.572,0.407,0.228,5.2,10.1,7.5,19.4,1.3,0.9,14.2,13.5,1.5,0.5,1.9,0.067,-2.3,-0.7,-3.0,-0.3,,mannte01,0.464,13.6,0.593,0.249,0.198,0.108,0.039,0.407,0.535,0.687,0.409,0.472,0.385,0.36,0.443,0.857,0.045,12.0,0.419,0.368,0.0,0.0,mannte01,2.8,6.0,2.4,3.5,0.535,0.537,1.1,1.4,0.803,1.1,2.0,3.2,3.2,0.6,0.3,1.1,2.4,7.5,Primary Ball Handler,Point of Attack
144.0,Vít Krejčí,25.0,2TM,PG,63.0,8.0,1374.0,11.1,0.609,0.767,0.121,2.4,9.2,5.8,9.8,1.6,1.2,8.3,14.5,1.5,1.1,2.6,0.092,-1.6,-0.2,-1.8,0.1,,krejcvi01,0.448,20.8,0.233,0.086,0.095,0.043,0.01,0.767,0.643,0.75,0.6,0.5,0.75,0.388,0.873,0.944,0.012,4.0,0.217,0.343,0.0,0.0,krejcvi01,3.0,6.7,5.1,1.6,0.643,0.596,0.6,0.8,0.745,0.5,1.8,2.3,1.6,0.7,0.3,0.6,2.2,8.6,Movement Shooter,Chaser
145.0,Ivica Zubac,28.0,2TM,C,45.0,44.0,1373.0,18.8,0.634,0.0,0.302,13.1,27.7,20.6,11.4,0.6,2.5,14.3,18.9,2.6,1.5,4.1,0.144,0.9,-0.7,0.2,0.8,,zubaciv01,0.613,4.8,1.0,0.464,0.459,0.077,0.0,0.0,0.613,0.709,0.529,0.529,,,0.662,,0.2,78.0,,,0.0,0.0,zubaciv01,6.0,9.9,0.0,9.9,0.613,0.613,2.1,3.0,0.701,3.3,7.5,10.8,2.2,0.4,0.8,1.9,2.4,14.2,Post Scorer,Anchor Big
146.0,Anfernee Simons,26.0,2TM,SG,55.0,5.0,1372.0,14.6,0.576,0.585,0.119,2.5,8.2,5.4,14.6,1.0,0.6,9.1,23.6,1.8,1.0,2.9,0.1,1.2,-1.4,-0.2,0.7,,simonan01,0.44,19.7,0.415,0.057,0.153,0.114,0.091,0.585,0.517,0.622,0.586,0.514,0.339,0.385,0.216,0.658,0.003,2.0,0.087,0.424,0.0,0.0,simonan01,5.2,11.8,6.9,4.9,0.517,0.552,1.3,1.4,0.896,0.6,1.9,2.5,2.4,0.5,0.1,1.2,1.7,14.3,Shot Creator,Low Activity
147.0,Cedric Coward,22.0,MEM,SG,52.0,37.0,1355.0,14.7,0.58,0.424,0.25,5.9,20.3,13.0,15.8,1.1,1.5,13.7,21.0,1.1,1.2,2.3,0.08,0.1,-0.4,-0.3,0.6,,cowarce01,0.465,13.8,0.576,0.249,0.213,0.099,0.015,0.424,0.555,0.707,0.482,0.396,0.125,0.344,0.497,0.885,0.056,26.0,0.26,0.237,0.0,0.0,cowarce01,4.8,10.3,4.4,5.9,0.555,0.538,2.2,2.6,0.843,1.4,4.9,6.3,2.8,0.6,0.4,1.8,2.0,13.3,Movement Shooter,Wing Stopper
148.0,Austin Reaves,27.0,LAL,SG,40.0,34.0,1349.0,21.5,0.653,0.429,0.483,2.3,13.9,8.3,25.0,1.6,1.0,14.1,27.4,3.7,1.0,4.7,0.167,4.1,-0.7,3.4,1.8,,reaveau01,0.5,15.2,0.571,0.156,0.267,0.125,0.023,0.429,0.59,0.84,0.534,0.467,0.214,0.38,0.315,0.704,0.005,3.0,0.12,0.452,0.0,0.0,reaveau01,7.5,15.1,6.5,8.6,0.59,0.581,6.4,7.3,0.873,0.7,4.1,4.8,5.5,1.1,0.4,3.0,2.2,23.9,Shot Creator,Chaser
149.0,Tre Jones,26.0,CHI,PG,50.0,26.0,1348.0,17.8,0.631,0.211,0.368,2.4,8.8,5.7,29.0,2.1,0.6,11.3,17.9,3.5,0.9,4.3,0.154,0.7,0.2,0.9,1.0,,jonestr01,0.547,8.6,0.789,0.46,0.247,0.069,0.014,0.211,0.609,0.687,0.491,0.533,0.5,0.315,0.471,0.862,0.002,1.0,0.304,0.464,0.0,0.0,jonestr01,4.8,8.7,1.8,6.9,0.609,0.58,2.7,3.2,0.832,0.6,2.3,2.9,5.5,1.2,0.2,1.3,1.4,12.8,Slasher,Point of Attack
150.0,Dominick Barlow,22.0,PHI,PF,55.0,48.0,1334.0,13.3,0.593,0.219,0.309,8.7,12.5,10.6,6.4,1.9,2.5,10.4,13.4,1.7,1.2,2.9,0.105,-1.3,0.0,-1.2,0.2,,barlodo01,0.535,8.0,0.781,0.48,0.237,0.042,0.021,0.219,0.608,0.731,0.481,0.143,0.143,0.274,0.652,1.0,0.162,51.0,0.74,0.259,0.0,0.0,barlodo01,3.2,6.1,1.3,4.7,0.608,0.565,1.3,1.9,0.709,1.9,2.7,4.6,1.1,0.9,0.7,0.8,2.0,8.2,Athletic Finisher,Helper
151.0,Kelly Oubre Jr.,30.0,PHI,SF,41.0,36.0,1330.0,13.1,0.581,0.448,0.299,3.3,13.4,8.3,7.7,2.0,1.6,10.2,18.4,1.0,1.2,2.2,0.08,-1.1,-0.5,-1.6,0.1,,oubreke01,0.463,14.3,0.552,0.227,0.234,0.072,0.02,0.448,0.545,0.663,0.486,0.364,0.556,0.361,0.507,0.946,0.061,24.0,0.317,0.446,0.0,0.0,oubreke01,5.2,11.2,5.0,6.2,0.545,0.544,2.5,3.3,0.759,1.0,3.9,4.9,1.7,1.3,0.5,1.4,2.5,14.7,Shot Creator,Wing Stopper
152.0,Jock Landale,30.0,2TM,C,59.0,26.0,1323.0,16.7,0.593,0.35,0.236,13.7,14.8,14.2,10.4,1.1,2.1,9.1,18.6,2.4,1.0,3.5,0.126,0.9,-1.2,-0.2,0.6,,landajo01,0.51,12.1,0.65,0.32,0.25,0.061,0.018,0.35,0.577,0.641,0.557,0.4,0.333,0.386,0.694,0.955,0.059,23.0,0.269,0.413,0.0,0.0,landajo01,4.2,8.3,2.9,5.4,0.577,0.578,1.3,1.9,0.652,2.9,3.1,5.9,1.6,0.5,0.5,0.9,2.2,10.8,Versatile Big,Mobile Big
153.0,Mark Williams,24.0,PHO,C,56.0,52.0,1322.0,21.8,0.67,0.002,0.396,14.1,24.0,18.9,6.5,1.9,3.6,10.9,17.4,3.7,2.1,5.9,0.213,1.4,0.4,1.8,1.3,,willima07,0.633,3.4,0.998,0.612,0.33,0.051,0.005,0.002,0.633,0.718,0.5,0.524,0.0,1.0,0.688,1.0,0.306,114.0,1.0,1.0,0.0,0.0,willima07,4.7,7.4,0.0,7.3,0.633,0.635,2.2,2.9,0.767,3.1,5.0,8.1,1.0,0.9,0.9,1.1,2.2,11.6,Roll + Cut Big,Mobile Big
154.0,Precious Achiuwa,26.0,SAC,C,59.0,43.0,1318.0,15.7,0.558,0.165,0.21,10.3,20.5,15.3,8.5,1.9,2.6,8.1,16.2,1.4,1.0,2.4,0.087,-0.7,-0.6,-1.2,0.3,,achiupr01,0.525,7.7,0.835,0.376,0.4,0.052,0.005,0.165,0.567,0.686,0.509,0.227,0.0,0.314,0.56,1.0,0.132,48.0,0.4,0.286,0.0,0.0,achiupr01,3.8,7.2,1.2,6.0,0.567,0.551,0.8,1.5,0.562,2.1,4.0,6.1,1.3,0.9,0.6,0.7,1.7,8.7,Athletic Finisher,Wing Stopper
155.0,Luke Kennard,29.0,2TM,SG,62.0,1.0,1309.0,13.7,0.71,0.585,0.138,2.0,9.6,5.8,12.9,1.6,0.6,11.1,13.4,2.5,1.0,3.5,0.13,0.2,0.1,0.3,0.8,,kennalu01,0.548,17.8,0.415,0.112,0.124,0.121,0.058,0.585,0.632,0.615,0.605,0.69,0.6,0.488,0.725,0.98,0.0,0.0,0.315,0.516,0.0,0.0,kennalu01,3.1,5.6,3.3,2.3,0.632,0.69,0.7,0.8,0.917,0.4,1.8,2.2,2.0,0.7,0.1,0.7,1.3,8.4,Off Screen Shooter,Low Activity
157.0,Herbert Jones,27.0,NOP,SF,45.0,45.0,1303.0,9.2,0.486,0.533,0.141,3.4,10.1,6.7,12.6,2.8,1.5,12.7,15.2,-0.4,1.0,0.6,0.022,-3.8,0.6,-3.2,-0.4,,joneshe01,0.382,15.7,0.467,0.246,0.149,0.041,0.031,0.533,0.484,0.604,0.345,0.313,0.417,0.293,0.557,0.918,0.051,19.0,0.298,0.306,0.0,0.0,joneshe01,3.3,8.7,4.6,4.0,0.484,0.46,1.0,1.2,0.8,0.9,2.7,3.6,2.8,1.7,0.4,1.3,3.2,9.0,Stationary Shooter,Point of Attack
158.0,Bennedict Mathurin,23.0,2TM,SF,42.0,25.0,1302.0,14.5,0.576,0.37,0.45,3.6,16.8,10.1,11.5,1.2,0.7,12.1,25.3,0.7,0.9,1.6,0.059,-1.1,-1.5,-2.6,-0.2,,mathube01,0.432,14.2,0.63,0.198,0.206,0.116,0.11,0.37,0.492,0.658,0.397,0.462,0.403,0.332,0.557,0.71,0.034,18.0,0.154,0.469,0.0,0.0,mathube01,5.8,13.4,5.0,8.4,0.492,0.494,5.2,6.0,0.87,1.0,4.6,5.6,2.3,0.8,0.2,2.2,2.8,18.5,Secondary Ball Handler,Chaser
159.0,Klay Thompson,35.0,DAL,SF,59.0,8.0,1293.0,11.3,0.537,0.721,0.064,1.4,9.4,5.5,9.2,1.1,1.0,8.0,22.8,-0.4,0.9,0.5,0.019,-0.1,-1.4,-1.5,0.2,,thompkl01,0.392,21.7,0.279,0.053,0.04,0.083,0.104,0.721,0.423,0.636,0.36,0.385,0.369,0.38,0.824,0.93,0.0,0.0,0.212,0.427,0.0,0.0,thompkl01,4.2,10.6,7.7,3.0,0.423,0.529,0.5,0.7,0.75,0.3,2.0,2.3,1.4,0.5,0.3,0.9,1.0,11.8,Off Screen Shooter,Helper
160.0,Brandon Williams,26.0,DAL,PG,58.0,15.0,1291.0,16.7,0.569,0.257,0.461,2.3,11.7,7.1,25.8,1.9,1.2,14.4,25.3,0.9,1.3,2.2,0.081,0.1,0.3,0.3,0.8,,willibr03,0.472,10.9,0.743,0.289,0.295,0.107,0.052,0.257,0.55,0.706,0.417,0.508,0.517,0.246,0.31,0.943,0.02,11.0,0.261,0.243,1.0,0.0,willibr03,4.5,9.5,2.4,7.1,0.55,0.504,3.4,4.4,0.784,0.5,2.5,3.0,3.8,0.9,0.3,1.9,1.6,13.1,Slasher,Point of Attack
161.0,Grayson Allen,30.0,PHO,SG,43.0,26.0,1291.0,16.5,0.571,0.682,0.243,2.5,8.8,5.5,21.0,2.3,0.9,10.0,23.8,2.2,1.3,3.5,0.132,2.2,0.1,2.3,1.4,,allengr01,0.406,20.2,0.318,0.095,0.18,0.034,0.009,0.682,0.519,0.768,0.406,0.4,0.6,0.354,0.464,0.782,0.01,6.0,0.107,0.395,0.0,0.0,allengr01,5.6,13.7,9.3,4.3,0.519,0.527,2.9,3.3,0.86,0.7,2.3,3.0,4.2,1.4,0.3,1.7,2.2,17.3,Primary Ball Handler,Chaser
162.0,Isaiah Stewart,24.0,DET,C,55.0,13.0,1273.0,15.1,0.626,0.303,0.324,8.1,16.3,12.2,7.1,0.6,7.1,12.5,16.4,1.9,2.0,3.9,0.148,-1.0,1.1,0.0,0.7,,stewais01,0.541,9.8,0.697,0.352,0.334,0.008,0.003,0.303,0.632,0.757,0.504,0.667,0.0,0.333,0.724,1.0,0.13,46.0,0.41,0.417,0.0,0.0,stewais01,3.8,7.0,2.1,4.9,0.632,0.592,1.7,2.3,0.76,1.7,3.4,5.1,1.2,0.3,1.6,1.1,2.8,10.0,Stretch Big,Mobile Big
163.0,Isaiah Joe,26.0,OKC,SG,58.0,9.0,1270.0,14.9,0.641,0.782,0.25,2.5,10.2,6.5,9.0,1.6,0.8,6.6,18.0,2.5,2.0,4.5,0.17,1.5,0.5,2.0,1.3,,joeis01,0.441,21.8,0.218,0.088,0.041,0.052,0.038,0.782,0.557,0.615,0.5,0.565,0.471,0.409,0.833,0.951,0.023,9.0,0.236,0.549,0.0,0.0,joeis01,3.4,7.7,6.0,1.7,0.557,0.601,1.7,1.9,0.883,0.5,2.2,2.6,1.4,0.7,0.2,0.6,1.8,10.9,Movement Shooter,Chaser
165.0,RJ Barrett,25.0,TOR,SF,42.0,42.0,1262.0,17.1,0.582,0.357,0.338,3.4,17.2,10.2,17.3,1.3,1.0,9.3,25.3,1.5,1.5,3.0,0.114,1.3,-0.5,0.8,0.9,,barrerj01,0.489,12.0,0.643,0.316,0.256,0.065,0.007,0.357,0.567,0.699,0.444,0.421,0.5,0.348,0.553,0.973,0.042,24.0,0.224,0.362,0.0,0.0,barrerj01,6.9,14.0,5.0,9.0,0.567,0.551,3.3,4.7,0.698,0.9,4.5,5.5,3.3,0.8,0.3,1.6,2.5,18.8,Movement Shooter,Helper
166.0,Sidy Cissoko,21.0,POR,SF,60.0,24.0,1261.0,7.6,0.528,0.597,0.257,4.5,7.8,6.2,9.3,1.8,1.6,15.5,12.8,0.1,1.0,1.1,0.041,-4.2,0.3,-4.0,-0.6,,cissosi01,0.406,16.5,0.403,0.211,0.158,0.017,0.017,0.597,0.541,0.719,0.396,0.0,0.2,0.315,0.621,0.947,0.116,25.0,0.431,0.372,0.0,0.0,cissosi01,2.1,5.1,3.0,2.0,0.541,0.5,0.9,1.3,0.679,0.9,1.5,2.4,1.5,0.8,0.4,1.0,2.6,5.9,Stationary Shooter,Helper
167.0,Jordan Goodwin,27.0,PHO,PG,57.0,4.0,1256.0,14.8,0.521,0.53,0.095,9.2,14.3,11.7,14.2,3.2,0.9,10.1,18.1,1.2,1.8,3.0,0.115,0.4,1.2,1.6,1.1,,goodwjo01,0.413,16.1,0.47,0.227,0.136,0.071,0.035,0.53,0.475,0.571,0.444,0.273,0.375,0.359,0.427,0.886,0.011,4.0,0.327,0.35,0.0,0.0,goodwjo01,3.4,8.1,4.3,3.8,0.475,0.509,0.6,0.8,0.727,1.9,2.8,4.6,2.2,1.4,0.2,0.9,1.9,8.8,Movement Shooter,Chaser
168.0,Zaccharie Risacher,20.0,ATL,SF,52.0,45.0,1255.0,11.2,0.54,0.479,0.155,4.7,12.5,8.5,7.2,1.8,2.1,8.7,17.8,0.0,1.4,1.4,0.054,-2.6,-0.5,-3.1,-0.3,,risacza01,0.444,15.0,0.521,0.303,0.107,0.041,0.07,0.479,0.523,0.626,0.408,0.368,0.344,0.359,0.744,0.949,0.113,43.0,0.323,0.366,0.0,0.0,risacza01,3.9,8.8,4.2,4.6,0.523,0.531,0.8,1.4,0.592,1.1,2.8,3.8,1.3,0.9,0.6,0.9,2.2,10.2,Stationary Shooter,Helper
169.0,Tre Johnson,19.0,WAS,SG,52.0,34.0,1252.0,11.7,0.552,0.5,0.147,2.3,10.5,6.3,12.4,1.2,1.3,12.0,22.2,-0.1,0.0,0.0,-0.001,-1.3,-2.6,-3.9,-0.6,,johnstr03,0.429,18.2,0.5,0.071,0.179,0.19,0.06,0.5,0.482,0.667,0.404,0.467,0.545,0.377,0.466,0.808,0.014,6.0,0.17,0.468,0.0,0.0,johnstr03,4.6,10.6,5.3,5.3,0.482,0.524,1.4,1.6,0.877,0.5,2.3,2.9,2.0,0.6,0.3,1.5,1.9,12.5,Off Screen Shooter,Chaser
170.0,Spencer Jones,24.0,DEN,SF,55.0,35.0,1251.0,9.6,0.62,0.567,0.197,6.0,9.8,8.0,4.7,1.8,1.9,9.5,9.9,1.4,1.0,2.3,0.089,-2.3,-0.1,-2.4,-0.1,,jonessp01,0.5,15.2,0.433,0.286,0.126,0.013,0.008,0.567,0.631,0.706,0.467,0.667,0.5,0.4,0.723,1.0,0.055,11.0,0.622,0.357,0.0,0.0,jonessp01,2.2,4.3,2.5,1.9,0.631,0.613,0.5,0.9,0.617,1.2,2.1,3.2,0.8,0.9,0.5,0.5,2.7,5.8,Stationary Shooter,Wing Stopper
171.0,Cameron Johnson,29.0,DEN,SF,41.0,41.0,1240.0,11.6,0.602,0.514,0.257,3.0,10.6,7.0,10.3,1.0,1.1,8.3,14.8,1.7,0.6,2.3,0.089,-0.6,-1.2,-1.7,0.1,,johnsca02,0.457,16.3,0.486,0.214,0.13,0.069,0.072,0.514,0.506,0.73,0.333,0.292,0.36,0.41,0.729,0.959,0.046,15.0,0.309,0.418,0.0,0.0,johnsca02,3.9,8.4,4.3,4.1,0.506,0.562,1.8,2.2,0.843,0.8,3.0,3.7,2.3,0.6,0.4,0.9,2.3,11.3,Movement Shooter,Helper
