Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
302,Luke Kornet,30,SAS,C,56,23,21.2,2.6,4.1,.646,0.0,0.0,,2.6,4.1,.646,.646,1.4,1.7,.819,2.8,3.3,6.1,1.8,0.4,1.1,0.4,1.9,6.7,,kornelu01
303,Paul Reed,26,DET,C,49,8,12.9,2.8,4.7,.598,0.2,0.6,.367,2.6,4.1,.633,.622,0.9,1.4,.643,2.0,2.4,4.4,1.1,0.9,0.8,0.9,1.7,6.7,,reedpa01
304,Kenrich Williams,31,OKC,PF,45,2,15.8,2.5,5.1,.489,1.0,2.3,.410,1.6,2.8,.556,.582,0.6,1.0,.674,1.0,2.3,3.2,1.4,0.5,0.1,0.8,1.1,6.6,,willike04
305,Alex Caruso,31,OKC,SG,44,0,18.6,2.4,5.6,.419,1.0,3.4,.302,1.3,2.3,.596,.510,0.7,0.9,.775,0.6,2.1,2.7,2.0,1.4,0.3,0.9,1.2,6.5,,carusal01
306,Andre Drummond,32,PHI,C,49,24,19.4,2.6,5.3,.484,0.4,1.4,.328,2.1,3.9,.539,.527,1.0,1.5,.627,3.2,5.2,8.4,1.0,0.6,0.8,1.0,2.1,6.5,,drumman01
307,Pat Spencer,29,GSW,PG,50,12,17.2,2.5,5.9,.424,0.8,2.2,.366,1.7,3.7,.459,.493,0.6,0.8,.762,0.7,1.5,2.3,3.4,0.7,0.1,1.2,1.2,6.5,,spencpa01
308,Ja'Kobe Walter,21,TOR,SG,56,11,19.0,2.2,5.2,.416,1.2,3.4,.354,1.0,1.9,.529,.531,0.9,1.1,.823,0.7,1.6,2.3,1.1,1.0,0.2,0.5,2.1,6.5,,walteja01
309,Cody Williams,21,UTA,SG,53,27,21.8,2.7,5.7,.470,0.4,1.7,.225,2.3,4.0,.573,.503,0.8,1.1,.667,0.9,1.8,2.7,1.4,0.7,0.4,0.8,1.8,6.5,,willico04
310,Isaiah Jackson,24,2TM,C,47,14,16.2,2.5,4.2,.604,0.0,0.0,.000,2.5,4.2,.607,.604,1.3,2.0,.652,2.1,3.2,5.3,0.9,0.7,0.8,1.0,2.7,6.3,,jacksis01
310,Isaiah Jackson,24,IND,C,38,14,16.8,2.5,4.3,.582,0.0,0.0,.000,2.5,4.3,.585,.582,1.3,1.9,.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,,jacksis01
310,Isaiah Jackson,24,LAC,C,9,0,13.6,2.6,3.6,.719,0.0,0.0,,2.6,3.6,.719,.719,1.0,2.0,.500,1.4,2.8,4.2,1.0,0.6,1.1,0.6,2.2,6.1,,jacksis01
311,Jamaree Bouyea,26,PHO,PG,34,0,15.2,2.5,5.3,.475,0.6,1.8,.306,2.0,3.5,.563,.528,0.6,0.9,.710,0.4,1.4,1.9,1.8,0.7,0.4,0.6,0.9,6.3,,bouyeja01
312,Gary Payton II,33,GSW,SG,59,1,14.2,2.7,5.1,.536,0.5,1.8,.295,2.2,3.3,.665,.588,0.3,0.4,.667,1.3,2.1,3.4,1.6,0.8,0.3,0.9,1.7,6.3,,paytoga02
313,Keon Ellis,26,2TM,SG,58,6,19.3,2.2,5.0,.432,1.3,3.5,.378,0.9,1.6,.549,.562,0.6,0.8,.667,0.4,1.3,1.7,0.8,1.2,0.7,0.5,1.8,6.2,,elliske01
313,Keon Ellis,26,SAC,SG,43,5,17.6,1.9,4.9,.397,1.2,3.3,.368,0.7,1.5,.462,.524,0.5,0.7,.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,,elliske01
313,Keon Ellis,26,CLE,SG,15,1,23.9,2.9,5.5,.518,1.5,3.8,.404,1.3,1.7,.769,.657,0.8,1.1,.750,0.7,2.3,2.9,1.5,1.5,1.3,0.6,2.2,8.1,,elliske01
314,Gradey Dick,22,TOR,SG,63,1,15.1,2.2,5.2,.419,0.8,2.6,.301,1.4,2.6,.540,.495,1.1,1.3,.873,0.6,1.5,2.1,0.7,0.6,0.1,0.6,1.4,6.2,,dickgr01
315,Tre Mann,24,CHO,PG,43,1,14.5,2.3,6.5,.358,1.1,3.4,.324,1.2,3.1,.396,.443,0.5,0.6,.840,0.5,1.6,2.1,1.9,0.5,0.1,1.2,1.5,6.2,,manntr01
316,Ryan Nembhard,22,DAL,PG,46,18,18.1,2.5,6.0,.424,0.8,2.2,.380,1.7,3.8,.449,.493,0.3,0.4,.789,0.2,1.7,1.8,4.7,0.3,0.0,1.4,1.3,6.2,,nembhry01
317,Drake Powell,20,BRK,SG,50,12,19.5,2.1,5.1,.420,0.8,2.7,.291,1.4,2.4,.562,.496,1.1,1.3,.905,0.3,1.4,1.7,1.5,0.5,0.2,1.0,1.4,6.2,,poweldr01
318,Tidjane Salaün,20,CHO,PF,36,0,15.9,2.2,4.4,.506,1.0,2.3,.434,1.2,2.1,.587,.620,0.7,1.1,.650,0.7,3.4,4.1,0.8,0.4,0.2,0.7,1.5,6.2,,salauti01
319,Trendon Watford,25,PHI,PF,43,7,16.5,2.5,4.9,.514,0.2,0.9,.256,2.3,4.0,.572,.538,0.9,1.3,.741,0.7,2.6,3.3,2.5,0.3,0.4,1.1,2.0,6.2,,watfotr01
320,Kasparas Jakučionis,19,MIA,PG,40,11,17.9,2.0,4.6,.426,1.3,3.0,.437,0.7,1.6,.406,.568,0.9,1.1,.881,0.8,2.0,2.8,2.5,0.7,0.1,1.1,2.0,6.1,,jakucka01
321,Josh Minott,23,2TM,PF,40,10,15.7,2.1,4.2,.503,1.0,2.5,.418,1.1,1.7,.623,.626,0.8,1.0,.769,1.1,2.2,3.3,0.9,0.8,0.4,0.7,1.3,6.0,,minotjo01
321,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,.507,1.0,2.3,.442,1.1,1.8,.593,.632,0.6,0.8,.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,,minotjo01
321,Josh Minott,23,BRK,SF,7,0,14.3,2.1,4.4,.484,1.0,3.0,.333,1.1,1.4,.800,.597,1.4,1.9,.769,0.6,1.3,1.9,0.6,1.0,0.6,1.3,0.3,6.7,,minotjo01
322,Andersson Garcia,25,UTA,,2,0,27.0,2.0,5.5,.364,0.0,1.5,.000,2.0,4.0,.500,.364,2.0,2.0,1.000,3.5,2.5,6.0,1.0,1.5,0.5,2.0,4.0,6.0,,garcian01
323,Oso Ighodaro,23,PHO,PF,67,13,21.1,2.7,4.1,.644,0.0,0.0,.000,2.7,4.1,.646,.644,0.6,1.3,.467,1.6,3.2,4.8,2.0,0.9,0.6,1.2,2.6,6.0,,ighodos01
324,DeJon Jarreau,28,MEM,SG,1,0,24.0,2.0,6.0,.333,0.0,2.0,.000,2.0,4.0,.500,.333,2.0,2.0,1.000,2.0,5.0,7.0,3.0,1.0,0.0,3.0,2.0,6.0,,jarrede01
325,Sean Pedulla,23,LAC,PG,1,0,6.0,2.0,4.0,.500,2.0,4.0,.500,0.0,0.0,,.750,0.0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,,pedulse01
326,Jevon Carter,30,2TM,PG,36,0,14.9,2.0,5.4,.378,1.5,4.0,.368,0.6,1.4,.408,.516,0.4,0.5,.824,0.2,1.3,1.5,1.5,0.6,0.3,0.6,1.0,5.9,,carteje01
326,Jevon Carter,30,CHI,PG,23,0,11.0,1.8,4.5,.398,1.4,3.4,.410,0.4,1.1,.360,.553,0.4,0.4,1.000,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,,carteje01
326,Jevon Carter,30,ORL,PG,13,0,21.7,2.5,6.9,.356,1.6,5.1,.318,0.8,1.8,.458,.472,0.3,0.5,.571,0.2,1.9,2.2,2.8,0.7,0.5,0.8,1.4,6.8,,carteje01
327,Sidy Cissoko,21,POR,SF,60,24,21.0,2.1,5.1,.406,1.0,3.0,.315,1.1,2.0,.541,.500,0.9,1.3,.679,0.9,1.5,2.4,1.5,0.8,0.4,1.0,2.6,5.9,,cissosi01
328,Dru Smith,28,MIA,SG,64,1,17.1,2.0,4.9,.415,0.6,1.9,.306,1.4,2.9,.487,.476,1.3,1.6,.832,0.9,1.7,2.6,2.7,1.5,0.3,0.8,1.6,5.9,,smithdr01
329,Nae'Qwan Tomlin,25,CLE,PF,52,2,15.9,2.4,5.1,.468,0.4,1.8,.208,2.0,3.3,.615,.506,0.8,1.0,.741,1.3,1.5,2.9,0.8,0.7,0.6,0.4,2.0,5.9,,tomlina01
330,Jamir Watkins,24,WAS,SG,33,4,18.6,2.2,4.9,.448,0.8,2.7,.284,1.5,2.3,.640,.525,0.8,1.2,.658,0.9,2.5,3.4,0.9,0.8,0.5,0.5,2.6,5.9,,watkija01
331,Mac McClung,27,2TM,SG,4,0,11.8,2.3,6.3,.360,0.5,3.0,.167,1.8,3.3,.538,.400,0.8,1.0,.750,0.0,1.3,1.3,0.5,1.3,0.5,0.8,2.0,5.8,,mccluma01
331,Mac McClung,27,IND,SG,3,0,11.3,2.3,6.0,.389,0.7,3.3,.200,1.7,2.7,.625,.444,1.0,1.3,.750,0.0,1.3,1.3,0.3,1.7,0.3,0.7,2.0,6.3,,mccluma01
331,Mac McClung,27,CHI,SG,1,0,13.0,2.0,7.0,.286,0.0,2.0,.000,2.0,5.0,.400,.286,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,,mccluma01
332,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,.504,0.0,0.0,,2.2,4.3,.504,.504,1.5,2.5,.580,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
333,Goga Bitadze,26,ORL,C,48,2,15.2,2.4,3.5,.689,0.0,0.2,.182,2.4,3.3,.724,.695,1.0,1.4,.687,2.0,2.9,4.9,1.2,0.6,1.1,0.5,2.0,5.8,,bitadgo01
334,Thomas Bryant,28,CLE,C,49,0,11.3,2.0,4.2,.483,0.7,2.2,.340,1.3,2.0,.636,.571,1.0,1.1,.873,0.9,2.2,3.1,0.6,0.3,0.5,0.4,1.2,5.8,,bryanth01
335,Spencer Jones,24,DEN,SF,55,35,22.7,2.2,4.3,.500,1.0,2.5,.400,1.2,1.9,.631,.613,0.5,0.9,.617,1.2,2.1,3.2,0.8,0.9,0.5,0.5,2.7,5.8,,jonessp01
336,Nick Smith Jr.,21,LAL,SG,25,1,12.7,2.2,5.3,.421,1.1,2.8,.391,1.2,2.6,.453,.523,0.3,0.4,.636,0.1,0.7,0.8,1.1,0.4,0.1,0.8,1.0,5.8,,smithni01
337,Dean Wade,29,CLE,PF,52,31,22.4,2.0,4.7,.432,1.2,3.4,.366,0.8,1.3,.603,.564,0.5,0.7,.711,0.9,3.4,4.2,1.5,0.8,0.4,0.3,1.6,5.8,,wadede01
338,Ryan Dunn,23,PHO,SF,59,14,19.4,2.3,5.2,.435,0.8,2.4,.326,1.5,2.8,.530,.511,0.3,0.7,.500,1.4,2.6,4.1,1.4,0.8,0.4,0.8,2.1,5.7,,dunnry01
339,Kris Murray,25,POR,SF,43,15,23.9,2.2,5.0,.444,0.5,2.1,.250,1.7,2.8,.590,.498,0.7,1.0,.711,1.7,2.1,3.8,1.1,1.0,0.4,0.8,1.7,5.7,,murrakr01
340,Taurean Prince,31,MIL,SF,10,0,20.2,2.0,4.8,.417,1.4,3.4,.412,0.6,1.4,.429,.563,0.3,0.3,1.000,0.0,1.7,1.7,0.8,0.7,0.2,0.5,2.3,5.7,,princta02
341,Marcus Sasser,25,DET,PG,25,5,12.0,2.0,4.5,.434,1.2,2.8,.429,0.8,1.7,.442,.566,0.5,0.6,.929,0.2,0.9,1.1,1.9,0.8,0.1,0.7,0.9,5.6,,sassema01
342,Nick Richards,28,2TM,C,43,3,14.1,2.0,4.0,.515,0.1,0.3,.231,2.0,3.7,.538,.523,1.4,2.1,.663,1.6,3.3,4.9,0.3,0.2,0.7,1.3,1.8,5.5,,richani01
342,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,.493,0.0,0.0,,1.3,2.5,.493,.493,0.7,1.0,.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
342,Nick Richards,28,CHI,C,15,1,23.5,3.5,6.7,.530,0.2,0.9,.231,3.3,5.8,.575,.545,2.7,4.1,.656,2.3,5.7,7.9,0.5,0.4,1.1,1.9,2.5,9.9,,richani01
343,Eric Gordon,37,PHI,SG,6,0,12.3,2.0,3.5,.571,1.3,2.3,.571,0.7,1.2,.571,.762,0.2,0.3,.500,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
344,Sion James,23,CHO,SG,67,19,23.2,1.7,4.4,.372,1.0,2.7,.364,0.7,1.7,.386,.485,1.2,1.4,.839,0.6,2.9,3.5,2.0,0.6,0.3,0.9,1.8,5.5,,jamessi01
345,Karlo Matković,24,NOP,PF,54,2,14.1,2.2,3.5,.628,0.6,1.3,.465,1.6,2.2,.726,.715,0.5,0.6,.765,1.1,2.4,3.5,0.9,0.4,0.9,0.5,1.7,5.5,,matkoka01
346,Yves Missi,21,NOP,C,55,8,18.8,2.3,4.3,.540,0.0,0.0,.000,2.3,4.3,.542,.540,0.8,1.4,.570,2.8,2.8,5.6,1.1,0.3,1.4,0.7,1.7,5.5,,missiyv01
347,Dylan Cardwell,24,SAC,C,29,1,21.2,2.3,3.9,.598,0.0,0.0,.000,2.3,3.8,.604,.598,0.8,1.4,.550,3.1,4.6,7.7,1.2,0.8,1.6,0.8,3.7,5.4,,cardwdy01
348,Aaron Holiday,29,HOU,PG,43,1,13.0,1.8,4.6,.396,1.0,2.9,.360,0.8,1.7,.458,.510,0.7,0.9,.865,0.2,0.7,0.9,0.9,0.4,0.1,0.6,1.3,5.4,,holidaa01
349,Ousmane Dieng,22,2TM,C,42,7,15.0,2.0,4.8,.418,1.0,2.6,.378,1.0,2.1,.467,.522,0.3,0.4,.813,0.4,2.0,2.4,1.5,0.3,0.3,0.6,1.1,5.3,,diengou01
349,Ousmane Dieng,22,OKC,C,27,0,10.9,1.4,3.4,.418,0.7,1.8,.367,0.7,1.6,.476,.516,0.2,0.2,1.000,0.3,1.3,1.6,1.0,0.1,0.3,0.3,0.8,3.7,,diengou01
349,Ousmane Dieng,22,MIL,C,15,7,22.3,3.1,7.3,.418,1.6,4.1,.387,1.5,3.2,.458,.527,0.5,0.7,.700,0.7,3.3,3.9,2.3,0.7,0.4,1.1,1.7,8.2,,diengou01
350,Jett Howard,22,ORL,SF,44,0,12.4,1.8,4.5,.406,0.9,2.6,.353,0.9,1.8,.481,.510,0.8,0.8,.944,0.4,1.3,1.7,0.9,0.2,0.2,0.3,1.2,5.3,,howarje01
351,Jalen Pickett,26,DEN,SG,43,18,16.9,2.0,4.7,.422,1.0,2.6,.381,1.0,2.1,.473,.527,0.3,0.3,.923,0.4,2.0,2.5,2.4,0.3,0.1,0.7,0.9,5.3,,pickeja02
352,Mitchell Robinson,27,NYK,C,49,15,19.5,2.3,3.3,.702,0.0,0.0,,2.3,3.3,.702,.702,0.7,1.8,.395,4.4,4.4,8.9,0.9,0.8,1.1,0.7,2.2,5.3,,robinmi01
353,Ben Saraf,19,BRK,SG,30,6,17.7,1.8,4.9,.365,0.4,1.9,.228,1.4,3.0,.451,.409,1.3,1.6,.809,0.3,1.2,1.5,3.0,0.7,0.2,2.0,1.5,5.3,,sarafbe01
354,Jordan Walsh,21,BOS,PF,58,20,17.2,2.0,3.8,.525,0.7,1.7,.408,1.3,2.1,.618,.615,0.6,0.8,.750,1.3,2.8,4.1,0.7,0.7,0.4,0.6,2.1,5.3,,walshjo01
355,Blake Wesley,22,POR,SG,22,0,13.3,2.0,4.5,.449,0.5,1.4,.333,1.5,3.1,.500,.500,0.8,1.5,.545,0.3,1.0,1.3,2.4,0.7,0.1,1.1,1.4,5.3,,weslebl01
356,KJ Simpson,23,2TM,PG,17,2,14.5,1.9,5.6,.344,0.7,2.3,.308,1.2,3.4,.368,.406,0.6,1.1,.611,0.5,1.5,2.0,2.5,0.9,0.0,1.4,0.9,5.2,,simpskj01
356,KJ Simpson,23,CHO,PG,14,2,15.9,2.2,6.4,.348,0.9,2.8,.308,1.4,3.6,.380,.416,0.7,1.1,.625,0.4,1.7,2.1,2.5,1.1,0.0,1.7,1.0,6.0,,simpskj01
356,KJ Simpson,23,DEN,PG,3,0,7.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.3,0.7,.500,1.0,0.7,1.7,2.7,0.3,0.0,0.0,0.3,1.7,,simpskj01
357,Drew Eubanks,28,SAC,C,42,11,13.1,2.2,3.7,.596,0.0,0.2,.143,2.2,3.5,.617,.599,0.8,1.4,.561,0.9,2.1,3.0,0.5,0.4,0.6,0.7,1.4,5.2,,eubandr01
358,Garrison Mathews,29,IND,SG,15,1,13.1,1.4,3.5,.404,1.1,3.1,.370,0.3,0.4,.667,.567,1.3,1.5,.826,0.1,1.0,1.1,0.7,0.4,0.2,0.2,1.3,5.2,,mathega01
359,Jalen Wilson,25,BRK,PF,44,0,14.0,1.7,4.3,.382,1.0,2.8,.377,0.6,1.6,.391,.503,0.9,1.2,.745,0.2,1.4,1.6,0.6,0.4,0.0,0.5,1.3,5.2,,wilsoja03
360,Johnny Furphy,21,IND,SG,35,21,18.4,2.0,4.3,.470,0.7,2.0,.324,1.3,2.2,.603,.547,0.5,1.0,.486,0.9,3.5,4.4,1.2,0.6,0.2,0.8,1.9,5.1,,furphjo01
361,Ethan Thompson,26,IND,SG,24,6,17.4,1.8,5.0,.367,1.0,3.1,.307,0.9,1.9,.467,.463,0.5,0.7,.706,0.5,1.3,1.8,1.5,0.6,0.3,0.7,2.0,5.1,,thompet01
362,Justin Edwards,22,PHI,SF,49,6,14.6,1.8,4.2,.420,0.9,2.6,.357,0.9,1.7,.519,.529,0.5,0.6,.857,0.5,1.1,1.6,1.2,0.8,0.2,0.6,1.6,5.0,,edwarju01
363,Jahmai Mashack,23,MEM,SG,23,3,18.4,2.0,5.2,.392,0.6,2.1,.271,1.5,3.1,.472,.446,0.4,0.7,.529,0.7,1.3,2.0,1.3,1.2,0.5,0.9,2.0,5.0,,mashaja01
364,Asa Newell,20,ATL,PF,40,1,11.1,2.0,3.7,.537,0.7,1.7,.391,1.3,2.0,.663,.628,0.4,0.6,.560,0.9,1.1,2.0,0.5,0.4,0.3,0.5,1.6,5.0,,newelas01
365,Josh Okogie,27,HOU,SG,63,29,18.7,1.8,4.1,.435,0.9,2.3,.400,0.9,1.8,.478,.546,0.5,0.9,.576,1.1,1.6,2.7,0.9,0.8,0.2,0.6,1.5,5.0,,okogijo01
366,Jalen Slawson,26,IND,SF,2,0,21.5,1.5,5.5,.273,0.5,3.5,.143,1.0,2.0,.500,.318,1.5,2.0,.750,2.0,3.5,5.5,4.0,1.0,0.5,1.5,1.5,5.0,,slawsja01
367,Branden Carlson,26,OKC,C,35,2,10.7,2.0,3.8,.522,0.6,1.7,.344,1.4,2.1,.671,.601,0.3,0.5,.529,0.7,1.9,2.6,0.6,0.2,0.5,0.4,0.9,4.9,,carlsbr01
368,Josh Green,25,CHO,SG,43,0,16.6,1.6,3.4,.473,1.1,2.6,.427,0.5,0.9,.605,.632,0.5,0.6,.885,0.9,1.1,2.0,1.0,0.6,0.1,0.6,1.2,4.9,,greenjo02
369,Baylor Scheierman,25,BOS,SG,61,17,17.0,1.8,3.9,.460,1.1,2.8,.388,0.7,1.1,.646,.600,0.3,0.3,.889,0.6,2.7,3.3,1.3,0.5,0.1,0.6,1.3,4.9,,scheiba01
370,Guerschon Yabusele,30,2TM,C,56,12,13.3,1.6,4.1,.400,0.9,2.6,.361,0.7,1.5,.465,.513,0.5,0.8,.698,0.8,2.4,3.2,0.9,0.3,0.2,0.6,1.1,4.8,,yabusgu01
370,Guerschon Yabusele,30,NYK,C,41,0,8.9,1.0,2.6,.393,0.5,1.7,.294,0.5,1.0,.564,.486,0.2,0.3,.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,yabusgu01
370,Guerschon Yabusele,30,CHI,C,15,12,25.4,3.3,8.2,.407,2.1,5.1,.421,1.2,3.1,.383,.537,1.5,2.1,.710,1.2,4.8,6.0,2.1,0.8,0.4,1.1,1.8,10.3,,yabusgu01
371,Tyrese Proctor,21,CLE,PG,42,1,10.4,1.7,4.2,.395,0.9,2.5,.336,0.8,1.7,.486,.497,0.6,0.7,.862,0.1,0.9,1.0,1.3,0.4,0.0,0.6,1.1,4.8,,proctty01
372,Ochai Agbaji,25,2TM,SG,53,13,15.4,1.9,4.2,.448,0.5,1.8,.266,1.4,2.4,.581,.504,0.5,0.6,.839,0.8,1.5,2.2,0.8,0.4,0.3,0.5,1.6,4.7,,agbajoc01
372,Ochai Agbaji,25,TOR,SG,42,13,15.5,1.7,4.0,.424,0.3,1.5,.185,1.4,2.5,.571,.459,0.6,0.7,.862,0.8,1.5,2.3,0.7,0.4,0.3,0.5,1.8,4.3,,agbajoc01
372,Ochai Agbaji,25,BRK,SG,11,0,15.1,2.5,4.8,.528,1.2,2.6,.448,1.4,2.2,.625,.651,0.1,0.2,.500,0.6,1.5,2.2,1.0,0.4,0.5,0.7,0.7,6.4,,agbajoc01
373,Mouhamed Gueye,23,ATL,PF,63,5,15.4,1.8,3.9,.457,0.5,1.7,.288,1.3,2.3,.580,.518,0.6,1.0,.639,1.3,2.4,3.7,0.9,0.8,0.5,0.5,1.7,4.7,,gueyemo02
374,Elijah Harkless,25,UTA,SG,18,2,15.8,1.3,4.1,.311,0.6,2.3,.238,0.7,1.8,.406,.378,1.6,2.1,.784,0.3,1.2,1.4,2.0,0.9,0.1,0.8,1.9,4.7,,harklej01
375,Tolu Smith,25,DET,PF,7,0,12.6,1.4,3.0,.476,0.0,0.0,,1.4,3.0,.476,.476,1.9,2.6,.722,1.9,2.9,4.7,0.9,0.3,0.7,0.7,2.0,4.7,,smithto05
376,Leonard Miller,22,2TM,SF,31,4,10.1,1.9,3.4,.552,0.3,1.3,.231,1.6,2.1,.742,.595,0.5,0.7,.810,0.6,1.9,2.5,0.5,0.3,0.2,0.5,0.9,4.6,,millele01
376,Leonard Miller,22,MIN,SF,19,0,5.0,0.9,1.7,.545,0.1,0.6,.083,0.9,1.1,.810,.561,0.4,0.6,.636,0.4,0.9,1.3,0.3,0.2,0.0,0.5,0.6,2.3,,millele01
376,Leonard Miller,22,CHI,SF,12,4,18.2,3.3,6.0,.556,0.7,2.3,.296,2.7,3.8,.711,.611,0.8,0.8,1.000,1.0,3.4,4.4,1.0,0.5,0.5,0.6,1.4,8.2,,millele01
377,Rob Dillingham,21,2TM,PG,50,0,12.5,1.8,5.1,.353,0.4,1.4,.309,1.4,3.7,.369,.394,0.5,0.7,.750,0.3,1.5,1.8,2.2,0.7,0.1,1.3,1.5,4.6,,dilliro01
377,Rob Dillingham,21,MIN,PG,35,0,9.3,1.3,4.0,.333,0.3,0.9,.364,1.0,3.1,.324,.376,0.4,0.6,.750,0.1,1.0,1.2,1.7,0.5,0.1,1.0,1.0,3.5,,dilliro01
377,Rob Dillingham,21,CHI,PG,15,0,20.1,2.9,7.6,.377,0.6,2.3,.257,2.3,5.3,.430,.417,0.8,1.1,.750,0.7,2.5,3.2,3.4,1.0,0.0,1.8,2.5,7.1,,dilliro01
378,Gabe Vincent,29,2TM,PG,38,7,17.8,1.6,4.4,.353,1.2,3.5,.351,0.3,0.9,.364,.494,0.3,0.3,.917,0.3,0.7,1.0,1.4,0.5,0.1,0.4,1.7,4.6,,vincega01
378,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,.346,1.3,3.6,.369,0.2,0.9,.259,.492,0.3,0.4,.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,vincega01
378,Gabe Vincent,29,ATL,PG,9,0,13.1,1.6,4.1,.378,1.0,3.4,.290,0.6,0.7,.833,.500,0.1,0.1,1.000,0.6,0.6,1.1,1.9,0.6,0.1,0.3,1.3,4.2,,vincega01
379,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5.0,.301,1.1,4.2,.272,0.4,0.8,.448,.415,0.4,0.6,.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,balllo01
380,Adem Bona,22,PHI,C,56,8,17.2,1.8,3.0,.599,0.0,0.1,.400,1.8,2.9,.605,.605,1.0,1.5,.675,1.8,2.5,4.3,0.4,0.4,1.2,0.8,2.3,4.6,,bonaad01
381,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,.473,0.5,1.3,.378,1.0,1.9,.537,.549,1.0,1.2,.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,branhma01
382,Jase Richardson,20,ORL,SG,44,0,11.5,1.7,3.7,.460,0.6,1.6,.352,1.1,2.1,.543,.537,0.6,0.8,.730,0.4,0.8,1.2,1.2,0.3,0.0,0.5,1.1,4.6,,richaja02
383,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,.370,0.5,1.9,.244,1.2,2.7,.458,.420,0.8,0.8,.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,robinje02
383,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,.349,0.5,1.9,.242,1.2,2.9,.420,.398,0.8,0.8,.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,robinje02
383,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,.471,0.4,1.6,.250,1.2,1.8,.667,.529,0.8,0.8,1.000,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,robinje02
384,Matisse Thybulle,28,POR,SG,15,0,12.0,1.5,3.5,.423,1.0,2.3,.441,0.5,1.2,.389,.567,0.7,0.7,1.000,0.5,1.1,1.5,0.8,2.0,0.5,0.7,1.5,4.6,,thybuma01
385,Kobe Brown,26,2TM,PF,48,3,13.1,1.6,3.7,.421,0.6,1.8,.318,1.0,1.9,.522,.500,0.8,1.0,.809,1.0,1.6,2.6,0.9,0.3,0.2,0.7,1.0,4.5,,brownko01
385,Kobe Brown,26,LAC,PF,34,0,8.7,1.0,2.5,.393,0.4,1.4,.265,0.6,1.0,.571,.470,0.6,0.8,.808,0.5,1.0,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,brownko01
385,Kobe Brown,26,IND,PF,14,3,24.0,3.0,6.7,.447,1.1,2.8,.385,1.9,3.9,.491,.527,1.2,1.5,.810,2.1,3.1,5.1,1.1,0.4,0.4,1.4,2.4,8.3,,brownko01
386,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,.508,0.2,0.3,.600,1.4,2.8,.500,.534,1.2,1.5,.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,hallpj01
386,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,hallpj01
386,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,.500,0.2,0.2,1.000,1.9,4.0,.479,.520,1.8,2.2,.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,hallpj01
387,Pete Nance,25,MIL,PF,32,0,11.3,1.8,3.3,.558,0.9,2.0,.460,0.9,1.3,.707,.697,0.0,0.0,,0.4,1.6,2.0,0.6,0.3,0.2,0.5,0.9,4.5,,nancepe01
